Data: time (UT sec of day),lat,lon,alt(m),reduced chi^2,P(dBW),mask
25999.002927563,31.85887774,-99.12803039,23047.63,0.81,17.2,0x92a
25999.949234271,33.89047171,-101.8959884,39442.13,0.31,1.4,0xb14
26000.255165752,33.71642345,-101.50690708,28044.6,0.08,4.2,0x24e
26001.632147189,33.68709294,-102.1779267,24912.47,1.81,-9.6,0xaa4
26002.041742679,33.26151224,-98.76978545,19193.64,0.25,9.9,0x32a
26002.263265616,33.79407981,-101.50288975,5136.17,0.07,-5.2,0x30e
26003.200644617,31.57523389,-100.22238479,12577.87,0.05,11.6,0xb2e
26003.222476489,31.44680822,-100.10536137,31355.7,0.57,10.7,0x32a
26003.227175707,31.60164235,-100.21850342,14066.14,0.14,12.6,0xb2e
26003.232463903,31.60689025,-100.20381604,7158.2,1.51,9.2,0xb2a
26003.254183956,31.58211947,-100.16139074,9985.83,0.01,7.5,0x32a
26003.260385367,31.5815943,-100.14533641,11163.35,0.26,12.0,0x32e
26003.266693442,31.61674642,-100.17547767,18384.5,0.69,9.3,0xb2a
26003.280749012,28.50170241,-98.06101337,196582.59,0.87,17.8,0xb28
26003.280948154,31.6213837,-100.25649573,14529.36,1.38,8.0,0x32a
26003.292092158,31.58460679,-100.18650046,18092.27,0.97,8.7,0x32a
26003.30041917,31.55656219,-100.11762203,7535.92,0.21,13.1,0x36a
26003.30100701,31.46460914,-100.14858428,10332.51,1.39,11.5,0x32a
26003.302598778,31.64418513,-100.26891021,9474.97,0.14,12.3,0xa68
26003.310581619,31.63927173,-100.2660613,18814.33,1.03,10.1,0xb2a
26003.316523052,31.62878296,-100.26089875,10622.34,0.2,13.3,0xb2e
26003.316921905,33.80282867,-101.09830901,259059.72,0.89,9.8,0x98c
26003.319512642,31.61326537,-100.25416516,13060.84,0.05,11.3,0x32e
26003.324514127,31.63764278,-100.27557257,12846.82,0.11,8.8,0xb2a
26003.324996139,31.57808563,-100.09821307,13003.51,0.0,12.8,0x22e
26003.327631685,31.78257069,-100.2985472,9335.67,0.02,18.7,0xa6e
26003.334428594,31.59864544,-100.08985224,10618.54,0.11,8.9,0xb2a
26003.338108933,31.61611764,-100.25872805,14446.38,0.01,9.0,0x32a
26003.343328951,31.55127609,-100.25976309,14784.59,0.33,12.2,0xb2a
26003.344207599,31.52853213,-100.24761983,18413.13,0.08,8.5,0x32a
26003.347158625,31.52456015,-100.0186765,15186.74,1.35,10.2,0xb2a
26003.352198843,33.71360034,-101.7117673,19267.5,0.75,-6.7,0x94a
26003.353668877,31.52661832,-100.20774729,13152.96,0.23,12.8,0xb2a
26003.354336117,31.61961535,-100.32317495,13930.76,0.6,8.6,0xa2a
26003.357612988,31.5753274,-100.25139192,10612.83,0.11,15.0,0xb6e
26003.360286242,31.65568918,-100.29016639,13463.33,0.02,8.8,0xa2a
26003.363324088,31.56467441,-100.03445421,16560.85,0.08,10.9,0x32a
26003.363495399,31.51357144,-100.22523837,10672.7,0.09,16.6,0xb6e
26003.365894606,31.71215011,-100.15479486,10319.04,0.3,9.9,0x32a
26003.371845535,33.03746146,-101.39502949,81333.95,0.33,8.9,0xb42
26003.377632057,31.60705619,-100.06304043,8494.01,0.19,9.3,0xa2e
26003.377746865,29.29198814,-98.73777518,144344.35,0.44,16.6,0x32a
26003.386743765,31.64110255,-100.07364629,7828.09,0.38,11.2,0x32a
26003.387601757,31.50154509,-100.22055729,9096.23,0.09,20.8,0xb6e
26003.390474359,31.74271513,-100.19291516,13292.92,0.03,13.6,0x92c
26003.390687793,31.66372133,-100.14121845,13898.06,0.11,10.1,0x32a
26003.402153765,31.74633143,-100.16184178,7038.99,0.39,12.3,0x36a
26003.403066451,31.50240057,-100.20561271,7628.76,1.35,9.4,0x32a
26003.403479069,31.6140011,-100.02827396,12036.83,0.23,11.4,0x90e
26003.410106789,31.7523541,-100.15838109,16184.03,0.52,14.3,0xb2a
26003.415286548,31.74507252,-100.18480994,11737.09,0.01,12.9,0x32e
26003.415790308,31.75202624,-100.15066464,6631.05,0.13,13.7,0x36a
26003.428568556,31.75552712,-100.1980191,6691.9,0.13,12.9,0x32e
26003.444267464,31.78195384,-100.1668274,10738.1,0.59,10.3,0xb2a
26003.445316776,31.56426687,-100.21186946,6896.15,1.72,10.2,0x32a
26003.45345699,32.64453653,-100.90026813,2537.01,1.19,7.2,0x30e
26003.455189098,31.8254944,-100.20569798,6669.88,0.41,7.5,0x32a
26003.458751955,31.66839448,-100.03010973,8591.17,0.11,12.7,0x32e
26003.459228684,31.79147761,-100.22977593,11369.85,0.04,8.5,0xa2a
26003.46537755,31.78683608,-100.23008569,6015.73,0.69,7.6,0x32a
26003.466958929,31.45738699,-100.15801499,17621.32,0.27,14.8,0xb2a
26003.478994199,31.68500294,-100.09892905,6994.36,1.12,9.1,0x32a
26003.486962712,31.43833,-100.13818296,15762.73,0.24,13.4,0xb2a
26003.496865807,31.6481237,-100.06057447,30306.9,1.02,10.2,0x32a
26003.501245382,31.63662459,-100.15404071,15096.82,0.14,9.7,0xb2a
26003.509081367,31.79819449,-100.24543781,21554.94,0.08,8.6,0xb2a
26003.51849987,31.79706618,-100.24125001,9918.16,0.09,10.6,0xb2a
26003.527934474,31.49340686,-100.10371906,17733.29,0.41,12.3,0xb2a
26003.618823287,31.40688859,-100.05989218,8077.08,0.34,14.0,0x16e
26003.634391606,32.28344903,-100.72198609,12823.41,1.65,6.9,0xa0e
26003.855767843,31.58064042,-100.22403209,6953.88,0.17,11.4,0x32e
26003.860336415,31.69053894,-100.30188654,6302.33,1.29,9.2,0x32a
26004.881245176,34.51940948,-101.46419342,107737.96,0.06,5.6,0xa64
26005.615717279,32.2065614,-101.93144039,88452.89,1.08,6.7,0x8ac
26006.920693276,33.34645812,-101.46890607,4317.93,0.17,5.1,0x652
26006.936651676,31.891996,-99.22771648,17618.11,0.09,12.6,0x32a
26006.93844221,31.90508669,-99.24898663,17326.0,0.03,13.8,0x32a
26006.939071883,31.87528824,-99.21434764,20366.73,0.28,11.3,0x32a
26006.939961278,31.89076148,-99.22817761,12870.83,0.36,9.5,0xa2a
26006.940060017,31.87575521,-99.20368784,18928.59,1.04,16.6,0xb6e
26006.940169877,31.88477571,-99.22131494,11094.48,0.17,13.6,0xb2e
26006.943196249,31.89484221,-99.23347632,15509.23,0.09,19.8,0xb6e
26007.001560702,31.90690152,-99.2300657,11854.83,0.51,16.4,0xb2a
26007.00167528,31.90079699,-99.22140422,16961.81,0.16,9.7,0x32a
26007.003385517,31.89207779,-99.21194826,11311.55,0.01,17.6,0xb2e
26007.008347935,31.90049209,-99.21779945,11695.51,0.22,14.4,0xb2a
26007.041807168,33.39687882,-102.48656116,46227.33,0.07,-0.3,0xb48
26007.140704732,31.76787412,-99.14602993,14520.16,1.59,17.3,0xb2e
26008.166123948,33.67004226,-101.69578966,6945.05,0.04,-11.6,0x88e
26008.431763624,33.37724472,-102.26085415,43571.28,1.81,-6.4,0x81e
26008.449081562,31.29243868,-100.27051607,14962.97,0.22,12.7,0xb2e
26008.451385822,31.77452162,-99.19456808,11480.16,0.26,13.6,0x32e
26008.464468646,31.7900775,-99.22326877,12674.63,0.26,17.4,0xb2a
26008.46864336,31.81729195,-99.25652108,9816.13,0.16,11.0,0x32a
26008.475849183,31.24358473,-100.27998461,16441.66,0.1,16.8,0xb6e
26008.482452358,31.26543503,-100.22973956,29807.21,1.1,9.6,0xb2a
26008.484926058,31.30145711,-100.30727955,16474.03,0.84,9.2,0xb2a
26008.49103028,31.80435207,-99.23942731,10318.57,0.49,11.8,0x32a
26008.50038559,31.24706448,-100.24581212,18590.54,0.03,9.4,0xb22
26008.503271546,31.25638548,-100.22742605,12292.42,0.04,11.9,0x32e
26008.503571027,31.28601291,-100.26926757,11368.37,0.21,15.4,0xb2e
26008.516913592,31.29693151,-100.2789657,12985.53,0.95,11.4,0xb2a
26008.526908393,31.28911272,-100.21871326,15608.33,0.11,15.8,0xb6e
26008.530766703,31.23097207,-100.26625333,16311.32,0.03,14.4,0xb2e
26008.544214371,31.28626802,-100.20921901,16104.93,0.01,11.9,0xb28
26008.546342425,31.28338365,-100.26358476,13131.36,0.08,15.8,0x36a
26008.552803482,31.21531965,-100.23403524,19850.62,0.21,10.1,0x32a
26008.56603798,32.76404393,-102.10005458,169660.35,0.0,4.8,0x90e
26008.577562246,31.80212087,-99.17144728,11511.02,0.94,18.1,0x92e
26008.584492009,31.88279033,-99.29807211,14661.76,0.35,12.2,0xb2c
26008.588665187,31.21019159,-100.24280092,14636.09,0.09,14.0,0xb2e
26008.589773418,31.2113031,-100.24394168,15361.27,0.15,11.2,0xb2a
26008.595445147,31.23564994,-100.24626776,17145.23,0.06,13.3,0xb2a
26008.659675928,31.18640325,-100.19814495,19265.68,0.01,11.7,0x32a
26008.667698142,31.3234277,-100.28061498,11280.76,0.15,17.1,0xb6e
26008.688984351,31.18227683,-100.19039571,14809.46,0.04,20.5,0xb6e
26008.695728626,31.41327723,-100.34413533,8105.98,1.93,10.9,0x32a
26008.709956136,31.24693654,-100.19587379,13297.53,0.19,16.4,0xb6a
26008.721261618,31.36469424,-100.29565717,17514.58,0.12,12.0,0x32a
26008.734449848,31.37952552,-100.27856578,16149.72,0.04,12.2,0xb2a
26008.742851361,31.38688727,-100.32686833,12291.03,0.15,8.4,0xa2a
26008.75988943,31.30460508,-100.26692156,22250.18,0.0,11.3,0x32a
26008.777423654,31.49968206,-100.42131349,47338.19,1.59,11.6,0xd22
26008.779161556,31.22978007,-100.192955,13334.67,0.04,15.9,0x36e
26008.783229412,33.47443008,-102.19133957,13557.23,1.94,-0.6,0xaa4
26008.784283402,31.36876318,-100.33552938,23626.85,0.01,12.5,0x32a
26008.78525326,31.41634715,-100.36641385,10820.65,0.08,18.2,0xa6e
26008.792418064,31.40813772,-100.36337723,10433.39,0.11,11.8,0xb2e
26008.802364576,31.42059733,-100.38099432,12854.86,0.0,7.9,0x32a
26008.851839936,31.46236707,-100.317302,17655.68,0.09,10.3,0x32a
26008.862822181,31.47621221,-100.32053288,12011.2,0.1,12.7,0xb2e
26008.871052631,31.46778967,-100.30547509,16245.76,0.12,8.8,0xb2a
26008.876117951,31.47067479,-100.30634106,10906.15,0.06,12.7,0xb2e
26008.887350929,31.52091487,-100.34641533,23205.0,0.48,12.5,0x96a
26008.900341398,33.56038595,-101.8842865,20317.9,0.9,-8.6,0x8a6
26008.905623553,31.53096837,-100.32586491,6791.5,0.2,10.3,0xb2a
26008.907117227,31.50803764,-100.30959499,12263.22,0.1,11.6,0x82e
26008.911742089,31.46288741,-100.26676241,8891.54,0.21,8.6,0xb2a
26008.946608712,31.51104505,-100.26533318,13454.53,0.07,16.8,0xb6e
26008.951363754,31.51237053,-100.26410301,13394.41,0.3,9.2,0xb2a
26009.631421249,32.60698994,-100.28092355,63985.96,0.17,8.0,0xaa4
26010.050319267,33.82906734,-102.13020357,31049.71,0.06,-5.8,0xab0
26010.40000154,33.41330456,-98.61575365,20898.95,0.32,12.8,0x30e
26010.644775191,33.45595824,-101.93943997,20964.91,1.52,-7.5,0xa8c
26011.131925241,33.35436793,-101.80200791,9413.07,1.57,-3.7,0x8e4
26012.203354817,31.26473238,-100.13980651,13083.99,0.67,14.4,0xb2e
26012.213302701,31.26201557,-100.13101544,11574.5,0.69,17.3,0xb2a
26012.22665846,31.26252825,-100.13518381,10237.15,0.4,11.4,0xb2a
26012.243454524,31.28179867,-100.14149181,14322.81,0.45,16.0,0xb2a
26012.295273065,31.24973465,-100.11900414,21893.6,0.09,11.7,0x32a
26012.308831561,31.47614289,-100.25865371,12261.06,0.33,9.1,0x32a
26012.360212396,31.21101962,-100.12499927,10122.81,0.13,14.1,0x30e
26012.360276904,31.26578616,-100.16112493,17672.58,0.05,15.0,0x82e
26012.372370458,31.24430882,-100.14116663,18280.43,0.25,8.6,0xb2a
26012.372708779,31.25831908,-100.14692845,12593.98,0.64,10.9,0xb2a
26012.40875301,31.20318397,-100.11173998,8748.43,0.04,19.0,0xa4a
26012.451449279,31.23390342,-100.13287633,15391.67,0.46,13.3,0xb2a
26012.49113172,33.18465563,-98.30765866,12478.67,1.19,14.8,0xb2a
26012.491279078,33.70049581,-101.90763914,7269.98,0.19,-4.4,0x8a6
26012.491368602,33.7881515,-102.16877207,18481.43,0.02,2.7,0xa0e
26012.491672876,33.76472588,-102.02758341,10775.86,0.92,-4.9,0x706
26012.50629485,33.12209193,-97.92838764,20620.22,0.67,16.9,0xb0e
26012.535468881,33.17519489,-98.25067777,14252.62,0.21,24.9,0xa2e
26012.583324912,31.36538335,-100.16234195,11231.01,0.02,20.1,0x06e
26012.671489466,31.33583575,-100.13969168,11652.75,0.94,12.0,0xb2a
26012.775042791,31.2574818,-100.1429276,20365.16,1.36,11.0,0xb2a
26012.783276277,31.23811841,-100.12594112,18780.39,0.23,9.4,0xb2a
26012.784565313,31.24774082,-100.14120079,9507.24,0.62,22.7,0xa6a
26012.784814421,30.69176871,-99.81988795,53035.2,0.63,15.1,0xb06
26012.806288091,31.25715172,-100.14068162,20717.2,0.07,12.8,0xb2a
26013.514845588,32.95087849,-101.03070447,112139.28,0.11,12.2,0x09e
26013.515837325,33.56178697,-100.92652256,198403.81,0.75,10.8,0x9a4
26014.242025088,32.23944113,-98.80805672,9040.97,0.93,12.2,0x32a
26014.659716542,33.20133172,-98.40027322,15677.7,0.05,10.9,0x32a
26014.931115622,31.84542594,-99.25640868,15144.27,1.53,18.0,0x36e
26014.95068016,31.84644252,-99.2791181,11416.55,0.1,13.3,0x36e
26014.973004122,31.92188236,-99.38269651,17646.15,1.21,11.8,0x22e
26015.01442472,31.83619179,-99.25388874,12265.45,0.53,11.2,0xb2a
26015.128190027,31.8788162,-99.25940983,18085.26,0.19,9.9,0x32a
26015.220301314,31.80342841,-99.14216996,52609.0,1.99,11.1,0x32a
26015.225472036,31.91525169,-99.28745699,8527.51,0.09,11.5,0x32a
26015.251983053,31.90697217,-99.24865678,19822.23,1.24,10.7,0x32a
26015.26490733,31.41393046,-100.27414113,16983.43,1.3,13.4,0xb2e
26015.279115034,31.90744544,-99.20118005,10831.86,0.38,13.1,0x32e
26015.28721483,31.43157551,-100.26007477,11452.74,0.09,15.1,0xb6e
26015.294955988,31.97844939,-99.28508419,9811.18,0.28,14.9,0x32e
26015.311061586,31.41868085,-100.23250862,8969.1,0.19,12.1,0x92e
26015.315089592,31.09187488,-100.01895527,46506.43,0.09,12.4,0x32a
26015.397513168,31.32983405,-100.23493953,11727.49,0.1,18.6,0xb6a
26015.406014739,31.34948155,-100.22552295,17543.24,0.05,9.9,0xb2a
26015.419266656,31.33186391,-100.23156594,9031.51,0.77,9.8,0x92a
26015.433942469,31.35947517,-100.22073125,12519.57,0.22,15.0,0xb6e
26015.459259896,31.11420125,-100.1066237,44353.19,0.01,10.1,0x32a
26015.469879588,31.42541438,-100.30216076,11750.69,0.18,14.0,0xb2a
26015.519672558,31.43457889,-100.20525401,10381.85,0.01,9.4,0xa2a
26015.534632746,31.54253346,-100.25282053,7318.25,1.43,9.2,0x32a
26015.54067425,31.47664589,-100.20554768,7533.7,0.3,10.5,0xa2e
26015.54719267,33.11766006,-101.45449964,18841.7,0.02,2.8,0x370
26015.558994028,31.34262838,-100.08516813,18333.27,0.11,14.2,0xa2e
26015.573321323,31.45880244,-100.17961206,7685.09,0.12,12.0,0x32e
26015.576527032,31.83959511,-99.28125441,8917.91,0.19,12.6,0x32a
26015.576844062,31.87182541,-99.32143947,8481.02,0.53,11.0,0x32e
26015.62168837,31.4186798,-100.16009957,11095.07,0.01,9.2,0x32a
26015.649148936,31.41011059,-100.08118914,8945.05,0.14,12.3,0x32e
26015.734134063,31.47944435,-100.05351025,14126.42,0.01,7.7,0xa2a
26015.744327891,31.42815848,-100.00052156,17192.16,0.0,11.4,0x32a
26015.756010305,31.46936163,-100.02727928,15241.57,0.35,13.9,0xb6e
26016.328057837,32.93301942,-100.18299682,36100.92,1.1,18.2,0x70c
26017.186715226,34.39611561,-102.68759749,84059.28,1.58,17.1,0x4c6
26017.474187004,33.3791941,-99.36305213,23289.55,0.71,7.7,0x32a
26017.593943798,33.44788123,-99.52696294,22428.26,0.05,6.1,0x30e
26018.095107161,33.82136663,-101.58257703,21160.63,0.06,-5.5,0x698
26018.761776164,33.60555997,-101.86530072,16027.59,0.11,-0.1,0x398
26018.849829589,32.69211789,-102.25552573,91121.07,0.09,3.4,0xaa4
26019.441507992,33.75073917,-102.06035132,33844.9,0.38,-6.9,0xc0e
26019.581643965,33.32314228,-101.57278387,55633.72,0.05,0.1,0xa86
26020.378944353,31.84106885,-99.17395507,9880.69,0.94,14.7,0x92e
26020.458703179,31.98824515,-99.40154504,10236.03,0.87,10.7,0x92c
26020.548751716,33.61736044,-102.26070539,59850.46,0.26,3.7,0x89c
26020.661390016,31.21968536,-100.29424041,19446.88,0.68,9.9,0xb2a
26020.680154528,31.21696896,-100.27904371,12360.75,0.02,11.9,0xb2a
26020.689581623,31.86138671,-99.18538484,11668.73,0.97,12.4,0xb2a
26020.699519735,31.88664803,-99.22074624,13918.47,0.64,19.4,0xb2a
26020.69989576,31.88245107,-99.21338055,17989.15,0.75,16.8,0xb2a
26020.736480702,31.23636744,-100.32662974,12284.29,0.14,15.2,0xb2e
26020.793422631,31.18830641,-100.30973323,10580.37,0.13,10.9,0xa2e
26020.899612119,33.20348079,-98.31031263,9958.11,0.14,9.7,0x32a
26021.019514498,31.21069028,-100.27501325,8639.17,0.51,13.5,0xb2c
26021.019656384,31.17513941,-100.26205728,8546.78,0.85,14.5,0x12e
26021.019793339,31.2420721,-100.3070414,16432.35,0.56,12.4,0xb2a
26021.020180211,34.67656872,-101.87043795,43299.81,1.41,2.8,0x332
26021.071748638,31.24580922,-100.32640977,10819.63,0.18,16.2,0xb6e
26021.14356397,33.20117789,-98.27663222,9883.89,0.04,13.1,0x32a
26021.2628686,33.2321977,-98.33226185,15743.18,0.45,14.9,0xb2e
26021.263555794,33.21940937,-98.2728345,13771.84,0.18,13.6,0xb2a
26021.263835466,33.2314769,-98.33680193,16177.43,0.31,12.9,0x32a
26021.317042364,33.22492747,-98.3118958,10087.56,0.41,12.1,0x32e
26021.323374492,33.59364277,-100.2818399,19807.95,0.29,3.7,0xb0a
26021.767195439,33.65953411,-101.999344,19534.94,0.03,-9.0,0xae0
26022.111219721,33.68123573,-101.87788056,5469.84,1.53,-1.6,0x316
26022.85659255,34.31162241,-101.94238488,97980.46,0.27,1.9,0xa38
26023.258454533,31.03787003,-100.52868924,8738.36,0.19,9.5,0xb06
26024.286750397,32.19785214,-98.75009218,11238.82,0.43,13.0,0x32e
26025.119863031,33.84927971,-101.64153855,21231.17,0.08,6.1,0x156
26025.802942403,31.32022002,-100.16793491,19155.85,0.4,10.9,0xb2a
26025.820063675,31.26623029,-100.1285553,22984.39,0.13,11.6,0x32a
26025.914745489,31.46550152,-100.25676267,14790.32,0.07,10.8,0x22e
26025.915510126,31.50665467,-100.34459908,7823.14,0.45,12.6,0x22e
26025.955236545,31.37297078,-100.20561624,9042.41,0.28,13.4,0x32e
26025.974980629,31.36077802,-100.19594335,17724.67,1.19,11.5,0x72a
26025.975570117,31.36056657,-100.19636166,17258.86,0.16,18.8,0xb2a
26025.989284675,31.3399829,-100.18764663,8727.58,0.1,14.6,0x36a
26026.023282251,31.37277047,-100.21825523,15710.57,1.98,10.2,0xb28
26026.121508428,31.41534036,-100.28578971,12071.85,0.2,9.7,0x32a
26026.155529043,31.29909404,-100.23879447,16061.76,0.0,19.8,0xb2a
26026.168032844,31.40393332,-100.30389345,10965.64,0.53,17.8,0xb6a
26026.183746975,31.29288341,-100.17046303,15211.46,0.0,10.5,0x32a
26026.184019567,31.82449168,-100.53636311,32212.34,0.57,11.4,0x26a
26026.819497173,33.70494434,-102.06179984,146230.09,0.22,12.9,0x2c6
26026.862666054,34.86670955,-103.72853798,252858.65,0.56,11.5,0x32c
26027.017951961,31.87324114,-99.18927038,16100.15,0.2,17.0,0xb2a
26027.057430994,33.20182965,-98.28795283,9829.48,0.15,15.8,0x36a
26027.070952683,31.88419671,-99.20700672,15730.61,0.11,11.7,0x32a
26027.086831881,31.90939465,-99.22724515,20586.94,0.0,10.7,0x32a
26027.09047499,31.89204572,-99.20540748,13282.56,0.07,25.4,0xbee
26027.184580739,33.17945944,-98.25494087,10156.37,0.18,13.7,0x32a
26027.362707431,33.18042019,-98.28322551,17678.32,0.03,11.2,0x32a
26028.844621253,31.79222294,-99.17487272,14093.72,0.02,11.9,0x32a
26029.023017408,31.76971049,-99.16627638,15579.38,0.58,15.2,0x32e
26029.259455281,31.69854019,-99.12302423,23581.47,0.71,13.0,0x32e
26029.27993137,34.13287101,-102.70217125,61465.07,0.26,0.6,0xa34
26029.326263258,31.71810718,-99.0884904,20276.86,1.03,21.0,0xb6e
26029.80733271,33.68657685,-100.96788501,15848.19,0.93,-1.0,0x30e
26030.314651481,33.54553185,-101.91219182,15773.93,0.74,-3.2,0x98c
26031.714080288,33.67260125,-102.22124899,43842.43,0.04,-6.5,0x92c
26033.313907529,33.54566401,-102.05959186,12544.5,0.04,-9.3,0xa64
26033.382390589,33.73087101,-101.72045591,56461.27,1.44,-1.3,0x8e8
26033.523584442,33.81538517,-102.60533946,29337.79,0.29,-4.2,0x9a8
26033.691346096,31.87725507,-99.22913008,9617.4,0.6,9.3,0x32a
26033.714874183,31.85363199,-99.2144275,12426.08,0.4,15.7,0x32e
26033.723447735,31.85730524,-99.21684808,14822.16,0.1,14.4,0xb2e
26033.736975037,32.65541657,-100.29080673,18878.54,0.16,17.2,0x06e
26033.746944345,33.80925148,-101.86729626,17005.11,0.0,-4.6,0xa16
26033.765632155,31.89569247,-99.29083264,13944.56,1.35,19.3,0xb2e
26033.770412312,31.87417166,-99.25606152,9358.49,1.66,16.0,0xb2a
26033.778816735,31.8886133,-99.2673676,8644.18,0.53,13.5,0x32a
26033.797493863,31.68909189,-99.00360491,11806.88,0.65,14.1,0x32a
26033.925693595,31.84591486,-99.20888571,13983.03,0.36,16.9,0x32e
26034.650032937,32.03952262,-99.33598326,7882.62,0.34,11.7,0x32e
26034.669030009,31.27201198,-100.23711916,13058.38,0.07,14.4,0xa6e
26034.672726206,32.01740969,-99.32852033,15060.93,1.22,13.7,0xb2e
26034.687241274,31.2575314,-100.24308358,16373.46,0.01,10.5,0x32a
26034.746117817,31.27861848,-100.20734935,16804.2,0.08,12.1,0xa2a
26034.750837439,31.25736076,-100.26701663,16869.33,0.04,9.8,0xb2a
26034.779386659,31.24451205,-100.28125426,17124.14,0.04,9.8,0xa2a
26034.813174823,31.26846361,-100.16941916,8354.42,0.75,11.5,0x32a
26034.823513887,31.22307886,-100.15228789,21706.81,0.09,9.8,0xb2a
26034.837071771,31.25441204,-100.17056056,14034.93,0.06,12.1,0x22e
26034.841541371,31.19399561,-100.14954165,12471.01,0.02,12.7,0x32a
26034.912033223,31.23974877,-100.16582179,49409.23,0.17,11.7,0xb22
26034.920705417,31.27778479,-100.30262251,9133.46,0.19,16.8,0xb2c
26034.920770167,31.29015597,-100.325227,7869.44,1.82,13.0,0xa26
26034.932371806,31.22229145,-100.27919446,16088.01,0.09,15.4,0xb2a
26034.940237457,31.24507575,-100.29667793,17487.05,0.05,10.3,0xb2a
26034.940825818,31.23598675,-100.29011606,15103.5,0.14,16.4,0xb6e
26034.941141234,31.34726318,-100.37773079,24799.07,0.36,17.0,0xa6a
26034.942642499,31.23639614,-100.28808243,20433.84,0.02,11.3,0xb2a
26035.021868696,31.27868775,-100.27931181,10792.68,0.03,19.0,0xb6e
26035.028259356,31.19741566,-100.29480701,13635.08,0.06,11.4,0xb2a
26035.03204206,31.18331929,-100.2886184,11542.06,0.33,14.8,0xb2a
26035.036986229,31.21504725,-100.30441284,17345.24,0.12,11.6,0xb2a
26035.039085172,31.16087211,-100.27327274,10406.1,0.42,16.3,0xa46
26035.040718411,32.00197914,-99.19976535,16913.33,0.0,9.8,0x32a
26035.328081825,30.34539764,-99.63374753,77602.55,0.01,12.9,0x32a
26035.329118056,33.24404248,-103.50214394,143502.07,0.97,5.8,0xb22
26035.330372915,31.16460468,-100.10537243,17944.24,0.81,13.0,0xb2a
26035.330752757,31.38919156,-100.26130533,17278.15,0.35,16.3,0xa4e
26035.331046187,31.41236036,-100.3158165,7326.24,1.97,14.7,0xa2e
26035.331247258,33.56571412,-101.85346144,25993.64,0.38,-3.7,0xb84
26035.331261823,31.0829485,-100.1014071,24715.5,0.91,14.7,0xa4e
26035.331429955,33.31488724,-102.02519638,14885.75,0.0,-0.9,0x98c
26035.331458383,31.25334351,-100.20461803,11804.84,0.49,15.7,0xb2a
26035.331520332,31.17867327,-100.16073852,14890.9,0.18,14.9,0xb6e
26035.33182724,33.74881424,-102.10733663,13669.91,0.35,-3.8,0x98a
26035.332175457,33.58464535,-102.26910401,58133.21,0.87,0.7,0x86c
26035.38735983,30.82506297,-99.92806551,14383.29,0.52,10.4,0x32a
26035.420165946,31.18454329,-100.14005233,10289.86,0.37,12.9,0xb2a
26035.529384458,31.2344445,-100.08663374,15471.1,0.08,10.1,0xa2a
26035.53696076,31.26341525,-100.09981269,10194.66,0.41,13.3,0x32e
26035.542575516,31.22090631,-100.06744548,14049.53,0.1,15.2,0xb6e
26035.564695026,31.24107894,-100.07833419,10823.66,1.37,11.2,0x32a
26035.830137948,34.37463191,-101.8206976,34396.88,0.39,-0.3,0x92a
26036.729529544,33.4069007,-99.55490956,24279.8,0.01,7.1,0x30e
26036.879653442,33.10402656,-98.19140643,16292.83,0.12,13.8,0x32a
26038.380072739,33.66934894,-102.14093551,5729.04,1.76,-10.5,0x83a
26039.562483908,33.20731071,-100.88573867,236129.25,0.82,9.0,0xb06
26039.981147479,33.65988115,-101.51575382,13874.08,0.03,-6.1,0x9a2
26040.027529727,31.95185622,-99.29020069,20931.43,0.0,18.5,0xa2a
26040.031002201,31.92258782,-99.23700325,8850.03,0.57,10.1,0x32a
26040.054926995,31.91381987,-99.2126793,8826.17,0.45,12.3,0x32a
26040.061212772,31.89540518,-99.18757768,8924.55,0.25,11.7,0x32a
26040.088283304,31.89846027,-99.17035898,8812.75,0.07,14.6,0x32e
26040.088540583,31.88144448,-99.14541846,18923.56,0.64,19.5,0xb2a
26040.091177925,32.00230223,-99.30988576,10042.38,0.62,15.2,0x32e
26040.145344781,33.63533632,-101.4451655,28203.25,0.01,-4.2,0x14e
26040.262119336,33.86116766,-101.84271628,24179.78,0.59,-4.6,0x86c
26040.578474781,33.33779011,-102.19714224,81792.58,0.37,5.8,0x0e6
26041.315457474,33.18662256,-98.07013694,20373.0,0.75,18.5,0xb6e
26042.061597097,33.61063872,-101.77063389,22200.28,0.92,-9.9,0x0ba
26042.204052586,31.21394811,-100.44003757,9022.61,0.26,9.7,0xb2a
26042.236769566,31.24457019,-100.51426057,16042.81,0.0,10.5,0xa2e
26042.297875246,31.26526626,-100.32693714,8074.04,0.32,12.1,0x32e
26042.35079167,31.33429242,-100.33862644,13362.15,0.25,12.2,0xb2a
26042.421300304,31.39119141,-100.34571007,9721.36,0.02,21.4,0xb6e
26042.422398229,30.6217408,-99.8768138,67239.98,0.05,16.3,0xb28
26042.424214696,31.36714864,-100.33090109,15756.73,0.07,8.1,0x32a
26042.498196907,31.32121366,-100.27593313,9259.81,0.07,12.9,0xb2a
26042.505814018,31.14858576,-100.52278151,10146.08,0.09,8.6,0xa2e
26042.644827675,31.14142763,-100.43235671,16352.14,0.53,9.9,0xb2a
26043.350250126,33.73024358,-101.12195986,13990.76,0.52,-4.2,0x38a
26043.583759392,33.75893379,-101.31118479,10648.82,0.16,-7.6,0x70a
26044.626217301,31.85225573,-99.27132111,16105.89,0.33,12.2,0x22e
